participantId,accountId,currentAccountId,currentPlatformId,matchHistoryUri,platformId,summonerId,summonerName,gameId
2,CfNoynAewJ4NHQF7U8_sRwHJdPQmIJdEEWLTDqQUDqA4EV4,CfNoynAewJ4NHQF7U8_sRwHJdPQmIJdEEWLTDqQUDqA4EV4,BR1,/v1/stats/player_history/BR1/205806762,BR1,v5bCikGGOigqdeFeuZb3VgVc7vVTREkW-zd_WOmwvQSP3g,I am Sad Mummy,1508018813
3,Yz8bQPu4HIccGs3GYQ0FVfX9633a2oIGymKplf5End7cgZ8,Yz8bQPu4HIccGs3GYQ0FVfX9633a2oIGymKplf5End7cgZ8,BR1,/v1/stats/player_history/BR1/202524544,BR1,7rFgLVaiCwplUkUvleZQitxX-XpOFkqsS6HPHmQT_NoOfQ,blamez1,1508018813
4,VEYhCB9aKTSY8vRjl7zzvTCVzCCTCjU_Oa5GGF5Bezlx,VEYhCB9aKTSY8vRjl7zzvTCVzCCTCjU_Oa5GGF5Bezlx,BR1,/v1/stats/player_history/BR1/1194077,BR1,W_uqhCkGhqQPKpYbumtjpo76dGOLb2dM410GwvoSvD__IA,4LaN,1508018813
5,GNE5zNTtcAKqktBYT1ENZvB9N7aiebHDruQpkCHUXrs,GNE5zNTtcAKqktBYT1ENZvB9N7aiebHDruQpkCHUXrs,BR1,/v1/stats/player_history/BR1/820000,BR1,TfVSnXH9BaatWBtPkTLslwcnbWTqta8SxETvMnO7r1AW,HawaianoéBruto,1508018813
6,JPwKfutxCkK2UCW-MeTIx0XibZt6EYZqiO4G0UrYvu_JzoE,JPwKfutxCkK2UCW-MeTIx0XibZt6EYZqiO4G0UrYvu_JzoE,BR1,/v1/stats/player_history/BR1/203162875,BR1,yNov60r-nQStfymwa6L3SKzEjFLlM0UKoIR94MQkUgea_w,King Chocobo,1508018813
7,5RUAf6m0FC-O3Lt_bwU21mv3YmUT8kBxvw78ech-7f6hYnY,5RUAf6m0FC-O3Lt_bwU21mv3YmUT8kBxvw78ech-7f6hYnY,BR1,/v1/stats/player_history/BR1/200897121,BR1,juCfRx-yRjk1CUMkSGeQ_5_2-nTz7CIU75HGYlm0ASuBMA,Quindinho,1508018813
8,1pBWUM2l2IgI99_NTM0VmyU09f3HQxgaZlmc6yy7b3ivjHc,1pBWUM2l2IgI99_NTM0VmyU09f3HQxgaZlmc6yy7b3ivjHc,BR1,/v1/stats/player_history/BR1/200448526,BR1,sx7Q0mPK9_7-3hPKRYXgaKKg8etXajen2whGFZA8o1ZmjQ,Berg1,1508018813
9,gU4QOjxgiYFwOHMRO5l73VkTfyZA_l3roUKkOFX27YGSnlI,gU4QOjxgiYFwOHMRO5l73VkTfyZA_l3roUKkOFX27YGSnlI,BR1,/v1/stats/player_history/BR1/211934365,BR1,0bZKQ9K_BAYEnv0wzAxLaiHVDH5LeDZwrls-cYbngvQxE_8,panca de churras,1508018813
10,pAuGH7Bw0r4FFKpK4MAz5ILBDZBSeZpF2B7N7SI0LJylyL__qzMl1GdB,pAuGH7Bw0r4FFKpK4MAz5ILBDZBSeZpF2B7N7SI0LJylyL__qzMl1GdB,BR1,/v1/stats/player_history/BR1/1951967145306624,BR1,J-xhQi4kHfqMvLzbEVCakHEgvim2yFsILBvE_uMnVQfWJGQ,baby orc,1508018813
1,ZWP3JMraeqXOHmDK8itm0E7PdMPLAylZrNsJ6m4uAz66FKo,ZWP3JMraeqXOHmDK8itm0E7PdMPLAylZrNsJ6m4uAz66FKo,BR1,/v1/stats/player_history/BR1/219555418,BR1,zCJ68ze042Yd-D0NbDYICJe80PmEaNuGuKxWKK2qkTyJAFE,serio n fala cmg,1510868953
2,b-k4TgIfqk6PsMryYyMkBdI_8IdpPSwwQL5OziYJvT0E,b-k4TgIfqk6PsMryYyMkBdI_8IdpPSwwQL5OziYJvT0E,BR1,/v1/stats/player_history/BR1/1236045,BR1,Eblwe2hxOWS_uanhC-MMgbUdpI1We7Z5V7bKFLwPpOKzHw,PIJACK,1510868953
3,LzpF-zVQF8xT_cgdWNL-xiPE7uA54QbusANHCB9gVA8KQas,LzpF-zVQF8xT_cgdWNL-xiPE7uA54QbusANHCB9gVA8KQas,BR1,/v1/stats/player_history/BR1/202994059,BR1,lrn37ZQX8cdXq8Z3e_3B5Ey3sE8tNOxWkGpqhb8u3cftTA,Jean Mago,1510868953
4,a5SjMi0u9f-08CCbFbYJi1TZCB9ctsuU3fHOHA0tlhcrFg,4WabVsSPu8U2S-KYT8wvNQgvs1dGIARTkRQ1O0syg5_2m2M,BR1,/v1/stats/player_history/NA1/45493631,NA1,xOW-OuszBFensD8JRKWgXjHqbON0eybtUsbeYPRJ352CiQ,Nbie,1510868953
5,VRJCBDpJXz_3zNC1FgDoiI2loI3VnUIgzO_0htJDOUP8cXI,VRJCBDpJXz_3zNC1FgDoiI2loI3VnUIgzO_0htJDOUP8cXI,BR1,/v1/stats/player_history/BR1/201790261,BR1,aUHxHNT4XpI6aYorLZ_-XaTLHjXR1awbGeMdwdLMnhG2iw,Veer1,1510868953
6,JOCInFLf4Atm40SBhdyaAv31x6KE899ir69zgh1jQiVXE1s,JOCInFLf4Atm40SBhdyaAv31x6KE899ir69zgh1jQiVXE1s,BR1,/v1/stats/player_history/BR1/200354626,BR1,_B4ssQiiEo42dT8HIMuWNiRCfaLNd7QbAgTepH7Rm1LP9w,Arlon547,1510868953
7,nUQCW4yWrknuuKre04YjegYsUpT5v3Vz7h0hbPVxUWj9uQ0,nUQCW4yWrknuuKre04YjegYsUpT5v3Vz7h0hbPVxUWj9uQ0,BR1,/v1/stats/player_history/BR1/200152213,BR1,GCic-FvdSbCnOT4WKmR4jGJkMBPt9NICjYXxI9LH1bCeJA,Buff hctiwT,1510868953
8,Zmy4o_bXPq35Y2I9anwfZy_EaBTxRMYdeePTLCczIAAiX7Y,Zmy4o_bXPq35Y2I9anwfZy_EaBTxRMYdeePTLCczIAAiX7Y,BR1,/v1/stats/player_history/BR1/212748190,BR1,RrufSLIijNjtQ1XtdZ0WLxjZA8CClKanw_9Vnnsh7jm2-sY,Bankaizinho,1510868953
9,VEYhCB9aKTSY8vRjl7zzvTCVzCCTCjU_Oa5GGF5Bezlx,VEYhCB9aKTSY8vRjl7zzvTCVzCCTCjU_Oa5GGF5Bezlx,BR1,/v1/stats/player_history/BR1/1194077,BR1,W_uqhCkGhqQPKpYbumtjpo76dGOLb2dM410GwvoSvD__IA,4LaN,1510868953
10,sHabpqhywoNo0ev9SIwK-IM5oNS5X_4tuJXfGaL098QrPo0,sHabpqhywoNo0ev9SIwK-IM5oNS5X_4tuJXfGaL098QrPo0,BR1,/v1/stats/player_history/BR1/203363796,BR1,kRhesNMfajzoNkga3-_HaL3HMYb9TBwe7QDQz-v28dv7xA,Brucer,1510868953
1,C6HsZXQrSFPrf0ngMM9llAigjYh8pC38CLfBfXedmaIIAQ,aDEI5zAj4ZT0LQTA5pKYE70PZI9c4jQf1UOKbZFSgdU,BR1,/v1/stats/player_history/NA1/42353971,NA1,J4P934eXS2G9RLqTvcsc2802z6gKFBg0BtrVCuJ1eo-D,Pkr,1510906941
2,h3duHGkS5tIMje2CtJtmBFcrkPo3OE6orgMmwMZduRbNPyo,h3duHGkS5tIMje2CtJtmBFcrkPo3OE6orgMmwMZduRbNPyo,BR1,/v1/stats/player_history/BR1/200013915,BR1,w7nWsZ0N5IlPQn0_kPXiZDG0Ak32cuZ5jBpLWpKXd9qGEg,TENH0 WARMOG,1510906941
3,jud9fkha3_jbvTRZIdbr9nzkGq4B-6BUdPZO6gt9leUGN6s,jud9fkha3_jbvTRZIdbr9nzkGq4B-6BUdPZO6gt9leUGN6s,BR1,/v1/stats/player_history/BR1/216132526,BR1,Xu1BWJc2_mFCRaLSbjNLJWdXhP5VPX0zjqezNIo-6jE-pcc,chicken everyday,1510906941
4,XnKxMIxSDX7B-BrhwPOkjSizLoKyHiANffL-S5HvxGJOdw,abt5WPaz_jaXQj9uKSKtd0OMQYACNFOnGgDuiv0lEgE,BR1,/v1/stats/player_history/NA1/45186457,NA1,F-LKItFaT3yOxK1SFbWK_7J6lEsGvIxR5wsrpXLVEHDu,lie blanc182,1510906941
5,5RUAf6m0FC-O3Lt_bwU21mv3YmUT8kBxvw78ech-7f6hYnY,5RUAf6m0FC-O3Lt_bwU21mv3YmUT8kBxvw78ech-7f6hYnY,BR1,/v1/stats/player_history/BR1/200897121,BR1,juCfRx-yRjk1CUMkSGeQ_5_2-nTz7CIU75HGYlm0ASuBMA,Quindinho,1510906941
6,VEYhCB9aKTSY8vRjl7zzvTCVzCCTCjU_Oa5GGF5Bezlx,VEYhCB9aKTSY8vRjl7zzvTCVzCCTCjU_Oa5GGF5Bezlx,BR1,/v1/stats/player_history/BR1/1194077,BR1,W_uqhCkGhqQPKpYbumtjpo76dGOLb2dM410GwvoSvD__IA,4LaN,1510906941
7,sHabpqhywoNo0ev9SIwK-IM5oNS5X_4tuJXfGaL098QrPo0,sHabpqhywoNo0ev9SIwK-IM5oNS5X_4tuJXfGaL098QrPo0,BR1,/v1/stats/player_history/BR1/203363796,BR1,kRhesNMfajzoNkga3-_HaL3HMYb9TBwe7QDQz-v28dv7xA,Brucer,1510906941
8,G8phU_SgP3e4_59li_krl99nDKudO5kkk8VKpxrUBGWYtg,MDQ2ykgua464ske-XySmynae4H0StkwWCbnRylYmgEQ,BR1,/v1/stats/player_history/NA/34173380,NA,WIpbDqKZP-SpOKRNzP0eFDHIGu1diMVScZ3ZzhzDJgxx,Jhonirock,1510906941
9,4pmMzAd1YQOvoKGO7SltyXkMhKtFHSn5aBvMvDA3q7JZy0k,4pmMzAd1YQOvoKGO7SltyXkMhKtFHSn5aBvMvDA3q7JZy0k,BR1,/v1/stats/player_history/BR1/200844650,BR1,tqefEL9ddHEdLoPBLT4a3w8hISDe_Uk0EswEmxO32MIkxg,rookie kid,1510906941
10,QTnQjrDt-3ahkzp6byvNnftInZYjWBhqHQDzkn-qI5cTE2U,QTnQjrDt-3ahkzp6byvNnftInZYjWBhqHQDzkn-qI5cTE2U,BR1,/v1/stats/player_history/BR1/202635872,BR1,t_D2F0JELsZmTOX2q0W11bUOtHzMpGTAZasBiXS02qYCrg,ErroNão,1510906941
1,8ewtrjRMR3VYkTbzs0A5Kv8J1DBulNYpGN6tSb3mdB0p,8ewtrjRMR3VYkTbzs0A5Kv8J1DBulNYpGN6tSb3mdB0p,BR1,/v1/stats/player_history/BR1/1631883,BR1,NQpmp9GHuzrL4Qoiu8hAdagV2RoJBPc06euVWEObIfRfzQ,jjajayjaycjaycey,1510948565
2,toBnrb-wP5pYtcOEdf0uNszF2W7CphWBAei_cdWkObs,toBnrb-wP5pYtcOEdf0uNszF2W7CphWBAei_cdWkObs,BR1,/v1/stats/player_history/BR1/575783,BR1,0va6tUaLjwHUpXZS_wjcpnCNnFdMWW5NkybNVcyPORzJ,Copernicozin,1510948565
3,t2ThDM3SSCAbta8vxjRU9kGSdxZ84AVxq_-ITyLsANRjEA,YGg2iWAprb4VQ-2a5ujEQxcFzeKCWlKiBm0V_fOG6A64cDQ,BR1,/v1/stats/player_history/NA/39407759,NA,2vLne2wJsMt7ijkN-cP7YBAXIBZFYdgntLv1EEQPtoV1Wg,Fascísta7,1510948565
4,X6kvzcfVJacJZblcifWPC42jCzHE0WwwL0F5O9v582tC4DY,X6kvzcfVJacJZblcifWPC42jCzHE0WwwL0F5O9v582tC4DY,BR1,/v1/stats/player_history/BR1/212976551,BR1,YfTyBxGAWkwkQ3ea5krTZ7q8HfkxBIO3dPlXxEfQ3rGmFnE,SMURF DO MUCA 1,1510948565
5,3Rl53joXplS2o3gxUisdi3VuaglfoxYJ8Dlj_9HoVQ6qeSo,3Rl53joXplS2o3gxUisdi3VuaglfoxYJ8Dlj_9HoVQ6qeSo,BR1,/v1/stats/player_history/BR1/213237822,BR1,3GeoOy08xOW9pqU-yOnXELGKfLSqhcO6PWoVSM5ItwFcxsU,FW Betty1,1510948565
6,snnh6HZnLMQPeFHWlulb0wtXgraqjOfQVJp8kkLxU7J8AkA,snnh6HZnLMQPeFHWlulb0wtXgraqjOfQVJp8kkLxU7J8AkA,BR1,/v1/stats/player_history/BR1/203113594,BR1,juiddmNaL5cWEvmmmCOu2y3-6dusA0BiJynG-sWfewu-0w,Koshi o Duelista,1510948565
7,J8Nym3awOSBIwCTMxxUOGILEDcnf3R2g5ihyLzfhsYHB4TE,J8Nym3awOSBIwCTMxxUOGILEDcnf3R2g5ihyLzfhsYHB4TE,BR1,/v1/stats/player_history/BR1/201679800,BR1,SqFhudTzfj_jD6mEuOnK9bely0sN6p0i4KpWMgXXs8Mc3A,Atticus,1510948565
8,kgfrGQGnTk8ejz7HXNkfldXAR7e7Vbx5CYK-882t_DE6xqY,kgfrGQGnTk8ejz7HXNkfldXAR7e7Vbx5CYK-882t_DE6xqY,BR1,/v1/stats/player_history/BR1/204720376,BR1,JJBhU9Ig-irzWJXF4jExswKSjE9Y8fxNtoRBfK5ktCpQUw,IsDEAD,1510948565
9,VEYhCB9aKTSY8vRjl7zzvTCVzCCTCjU_Oa5GGF5Bezlx,VEYhCB9aKTSY8vRjl7zzvTCVzCCTCjU_Oa5GGF5Bezlx,BR1,/v1/stats/player_history/BR1/1194077,BR1,W_uqhCkGhqQPKpYbumtjpo76dGOLb2dM410GwvoSvD__IA,4LaN,1510948565
10,sHabpqhywoNo0ev9SIwK-IM5oNS5X_4tuJXfGaL098QrPo0,sHabpqhywoNo0ev9SIwK-IM5oNS5X_4tuJXfGaL098QrPo0,BR1,/v1/stats/player_history/BR1/203363796,BR1,kRhesNMfajzoNkga3-_HaL3HMYb9TBwe7QDQz-v28dv7xA,Brucer,1510948565
1,7Vxn3NhVRGSYS9ftXAryJZRHHZBgC_--IRzUtlYjY1TpoQ,WZhv5cofYRNw7V2hpC2wSChCXNW1EZ2A3iimVp_OYuI,BR1,/v1/stats/player_history/NA1/48656098,NA1,OFxFsvdsa3xnEM2SV-dJ7UyL7zc20o8ZNS2hnmx1WYyn,KRSTZADA MECTREF,1510975202
2,T0HWSpllW_nh7WVtqF1_vn02JFBUIstLJ5qljj9bAKZ_yCA,T0HWSpllW_nh7WVtqF1_vn02JFBUIstLJ5qljj9bAKZ_yCA,BR1,/v1/stats/player_history/BR1/214767715,BR1,VVjnZzbkg-E5-IVWjokrnhXCFu_TP6fy9T6QD5n_MAfKCEg,GENESIS SHINI,1510975202
3,AIb1pxOTD8PxJvv0OWq_VFIemO83h1zNqnCRD8UlOiS2jbw,GWvPL6GJc31iHZ4PxLvv0RgYpVwkRyAENuGQW-ajZ9TfyNM,BR1,/v1/stats/player_history/NA1/202440964,NA1,xTg478dB1-iAFvPUkpZnNJydu6M6jOgofwPzh3DD5Ibohg,skinny dip,1510975202
4,gyPzD7PCuqeLYaC30g_AkPHtYvaR2yZ2nedBhiQIFsKu,DyJvTWzDbviSdMsKk6pTsHicZ8e8xz1w6G4IMuYnbkJrC3U,BR1,/v1/stats/player_history/LA2/1006013,LA2,tGTij0Sk4et73E-O9SGx9HQ6TDnxtF0n2tluVjJL156-s9Q,q2wertty,1510975202
5,F6AKgTSFvLZiF42SWQkBwPfohAZaSAmnnss3bCGGesqthlk,F6AKgTSFvLZiF42SWQkBwPfohAZaSAmnnss3bCGGesqthlk,BR1,/v1/stats/player_history/BR1/204513798,BR1,hOZUBqc1qz0nsDcWc6srhbpBv1i9dKXvTFX_8Ct6HEIa8Q,lolol,1510975202
6,gl001vcdEG5YuJ7r3Z3WKOxoaSHFPPpqLzDQSldBU3db9aU,gl001vcdEG5YuJ7r3Z3WKOxoaSHFPPpqLzDQSldBU3db9aU,BR1,/v1/stats/player_history/BR1/201621393,BR1,HaAEAGC1BjydJ7ov-eoudDM5SW5q5BuHa6hP96xRMA0Xew,Só o Barry Gudo,1510975202
7,VEYhCB9aKTSY8vRjl7zzvTCVzCCTCjU_Oa5GGF5Bezlx,VEYhCB9aKTSY8vRjl7zzvTCVzCCTCjU_Oa5GGF5Bezlx,BR1,/v1/stats/player_history/BR1/1194077,BR1,W_uqhCkGhqQPKpYbumtjpo76dGOLb2dM410GwvoSvD__IA,4LaN,1510975202
8,sHabpqhywoNo0ev9SIwK-IM5oNS5X_4tuJXfGaL098QrPo0,sHabpqhywoNo0ev9SIwK-IM5oNS5X_4tuJXfGaL098QrPo0,BR1,/v1/stats/player_history/BR1/203363796,BR1,kRhesNMfajzoNkga3-_HaL3HMYb9TBwe7QDQz-v28dv7xA,Brucer,1510975202
9,X6kvzcfVJacJZblcifWPC42jCzHE0WwwL0F5O9v582tC4DY,X6kvzcfVJacJZblcifWPC42jCzHE0WwwL0F5O9v582tC4DY,BR1,/v1/stats/player_history/BR1/212976551,BR1,YfTyBxGAWkwkQ3ea5krTZ7q8HfkxBIO3dPlXxEfQ3rGmFnE,SMURF DO MUCA 1,1510975202
10,3Rl53joXplS2o3gxUisdi3VuaglfoxYJ8Dlj_9HoVQ6qeSo,3Rl53joXplS2o3gxUisdi3VuaglfoxYJ8Dlj_9HoVQ6qeSo,BR1,/v1/stats/player_history/BR1/213237822,BR1,3GeoOy08xOW9pqU-yOnXELGKfLSqhcO6PWoVSM5ItwFcxsU,FW Betty1,1510975202
1,AtpGoqo8lHNhD4IXKJS_lgd84wVk8-P6EB001OzbaS0,AtpGoqo8lHNhD4IXKJS_lgd84wVk8-P6EB001OzbaS0,BR1,/v1/stats/player_history/BR1/808137,BR1,yf8mYHrMaUuO780e7gGA9O5IgofkffACfP7m-LHAo0A_,sayajireN,1552478427
2,VEYhCB9aKTSY8vRjl7zzvTCVzCCTCjU_Oa5GGF5Bezlx,VEYhCB9aKTSY8vRjl7zzvTCVzCCTCjU_Oa5GGF5Bezlx,BR1,/v1/stats/player_history/BR1/1194077,BR1,W_uqhCkGhqQPKpYbumtjpo76dGOLb2dM410GwvoSvD__IA,4LaN,1552478427
3,gQsvTSJly5A6msJqngEWhvrHGofJcxEK1bOeAmk3gFImL-0,gQsvTSJly5A6msJqngEWhvrHGofJcxEK1bOeAmk3gFImL-0,BR1,/v1/stats/player_history/BR1/205881785,BR1,JyylL6FuSS5WVpTEgVVyKNDz1xv35y-Rcz_w8-QYWJOV5g,EMPENADOR22,1552478427
4,cv04j6Pe-si4aqmxU1g2c2JBDsOALKzn3pss-W3mU7ONaQ,aL-kvaE6snT3nRjSvj7UxkULxYuF9oazRxS4I9rOaIX425M,BR1,/v1/stats/player_history/NA/33862432,NA,VmfRh-L_d71aCMIjigmcDc1aiDDqqOAdROgJ9EqQXE9MxA,RED XABULOVER,1552478427
5,BldjlST9vqrBluNlaRWSj3vhVmtgSBNXRoVz2eLksyvgw8s,BldjlST9vqrBluNlaRWSj3vhVmtgSBNXRoVz2eLksyvgw8s,BR1,/v1/stats/player_history/BR1/203263986,BR1,NqsELjQbLgCgpctYb350ErTrKsjQ03gcBSAa99SqYnMQNA,Killuá is back,1552478427
6,3Rl53joXplS2o3gxUisdi3VuaglfoxYJ8Dlj_9HoVQ6qeSo,3Rl53joXplS2o3gxUisdi3VuaglfoxYJ8Dlj_9HoVQ6qeSo,BR1,/v1/stats/player_history/BR1/213237822,BR1,3GeoOy08xOW9pqU-yOnXELGKfLSqhcO6PWoVSM5ItwFcxsU,Bhz,1552478427
7,tt_2hTHVGrcLCABXe_76jIGc5X4qIbppVuFIhYDlODE,tt_2hTHVGrcLCABXe_76jIGc5X4qIbppVuFIhYDlODE,BR1,/v1/stats/player_history/BR1/778085,BR1,dqWoNRVQYfo7AO_ylelReOrjrk8mS9pi4n-EIei0BsmB,bugino,1552478427
8,L7C-JHUfV9zvYs_w2sldoMpfG1ZM2lurri2FnhBxSlz21Jw,L7C-JHUfV9zvYs_w2sldoMpfG1ZM2lurri2FnhBxSlz21Jw,BR1,/v1/stats/player_history/BR1/200550617,BR1,f6WixqFaUFqePIvtfW8BHOmMF5VAGjKsY7YUvt9-0U3P5w,Ávenger,1552478427
9,mlvefYh3OE_f7FLRuHf0KoWH8cylNiLL_c_jIXsMvjMdUQ,5ZOglmf-aBoRTNY8w71sjVEnKiE-6tW5u0zaaQ5OqVI,BR1,/v1/stats/player_history/NA/33240665,NA,HGNzC0nC-6xaskXtoIGnGSpvtujgkMQOhXpma_tYOI_j,Toky0 Drift,1552478427
10,FgXrA8kQpauVmjG3mfK03qErfd694REgimCxwrrWlklGVC8,FgXrA8kQpauVmjG3mfK03qErfd694REgimCxwrrWlklGVC8,BR1,/v1/stats/player_history/BR1/201711283,BR1,bzW02AiRh6H1aQl7cJB2AT-NFWoXrKpGp603-3Rb_F_AJw,Mattsz,1552478427
1,EQK0-Q4oh8LgCBA8fYetGb6wtIAqtP5a2R_Zr-pdkUw_pBc,EQK0-Q4oh8LgCBA8fYetGb6wtIAqtP5a2R_Zr-pdkUw_pBc,BR1,/v1/stats/player_history/BR1/219532377,BR1,RZL_VXa6nsTBnnlhPawU-eFMHtcQ9JIrr3p715pSEcj7T64,SteaI,1556377634
2,71LzJSmj-Ymti-_CrgYlR7laclexN3bRSqAz_oR9D0F_ofs,71LzJSmj-Ymti-_CrgYlR7laclexN3bRSqAz_oR9D0F_ofs,BR1,/v1/stats/player_history/BR1/202648015,BR1,PviIdiOKdAZi9lTkKtqJbcGGxFY_tIGtZ3wRbkkkOp2IfQ,procuro duo fiel,1556377634
3,Z8qS01CUbyi9YylcxYNNWFlktNU6Oel9JOEand6GIWA,Z8qS01CUbyi9YylcxYNNWFlktNU6Oel9JOEand6GIWA,BR1,/v1/stats/player_history/BR1/919946,BR1,vEsZrDlX1altS8fKVxgRt_D7zdFTwzU1sHnwkrJyneti,RIDERSONTHESTORM,1556377634
4,VEYhCB9aKTSY8vRjl7zzvTCVzCCTCjU_Oa5GGF5Bezlx,VEYhCB9aKTSY8vRjl7zzvTCVzCCTCjU_Oa5GGF5Bezlx,BR1,/v1/stats/player_history/BR1/1194077,BR1,W_uqhCkGhqQPKpYbumtjpo76dGOLb2dM410GwvoSvD__IA,4LaN,1556377634
5,i2UrhiDf-Xp8xcltoUH5mONgxKtuDcUB0pSl7XWF51KsYQ,cJd1OFH_WJy0juQTHvTOKOgiPInJTeJk6VGZeSM2eUM,BR1,/v1/stats/player_history/NA/34571408,NA,m8-MfIGn9xIvqC3fnsM78RMVRa_PDAcWxbzjWqxbPRxz,kadakao,1556377634
6,uzIBqNWL3IXzEIaBSGNhpgND29no0rUAnUCPG3nazEXy4kk,uzIBqNWL3IXzEIaBSGNhpgND29no0rUAnUCPG3nazEXy4kk,BR1,/v1/stats/player_history/BR1/206855109,BR1,D9_lH6EwCRGxXpiKScxplj7tWBrKgG_kQ_27hpMf4DNfK0U,flare0,1556377634
7,7WvZRzQ_wf7GE7FvttIbXdFHGEanLTBij0xr2sFETe1VuqI,7WvZRzQ_wf7GE7FvttIbXdFHGEanLTBij0xr2sFETe1VuqI,BR1,/v1/stats/player_history/BR1/205533002,BR1,F9JkGMBSb3Dk4dMQXzy4hXE8bB_G1QD_h266YrPhw0bDFw,Minerva,1556377634
8,hK-DmbEHQd6ejc7ADhiWY7GddN2b_slHC5ElC8-Pycwa3kE,hK-DmbEHQd6ejc7ADhiWY7GddN2b_slHC5ElC8-Pycwa3kE,BR1,/v1/stats/player_history/BR1/209760512,BR1,UshptD19oxqDSBc8TzagPLUZ_iZmD0GcAkPahNbg63J98Dg,Evr0t,1556377634
9,sHabpqhywoNo0ev9SIwK-IM5oNS5X_4tuJXfGaL098QrPo0,sHabpqhywoNo0ev9SIwK-IM5oNS5X_4tuJXfGaL098QrPo0,BR1,/v1/stats/player_history/BR1/203363796,BR1,kRhesNMfajzoNkga3-_HaL3HMYb9TBwe7QDQz-v28dv7xA,Brucer,1556377634
10,DC7--Z8R1GKzbzoDjzdWDLigaU2T5xdZ_tlPx5LyZIXgIdw,YaDumH0DcfVaWxFMc9hTnMhPU-HJQUMiSfx6wtWL9SelQ1I,BR1,/v1/stats/player_history/LA2/202286930,LA2,bodEn6Dow5prK5ZUXP5CtR5rRzUFp9xxgYPSJ9TZz_fgVa4,Little Rookie1,1556377634
1,WubR1hM52KdQ8iPOx0MQgnggpaa4AJ8eAtWSdiAPi5P7hg,dt1dN6ayfMbsZwgd7ErrUJA1W9iJTEri9peU8FOVPR5jqCg,BR1,/v1/stats/player_history/NA/35438658,NA,zRL_u5PbHUPI71gpD7_zE_YzsjIMTP8UU4KXbZ78iluW3g,Deus nos abençoa,1556391304
2,8zZa6ZwjZtjIvBje6BxJnFgfagRlmeglRT18Q6Ro_d7QoAk,8zZa6ZwjZtjIvBje6BxJnFgfagRlmeglRT18Q6Ro_d7QoAk,BR1,/v1/stats/player_history/BR1/201696603,BR1,MpgUgh36R0lb8clanKgwgLWG9tMrbg0M0gsSYRi_NPRfdg,LêoN,1556391304
3,vjF0_JE6NYyd7a5lPpIZLNGdwHy9UTecTwzfDo7iKl6ZXqI8JcMDQdfM,vjF0_JE6NYyd7a5lPpIZLNGdwHy9UTecTwzfDo7iKl6ZXqI8JcMDQdfM,BR1,/v1/stats/player_history/BR1/2100565272537664,BR1,gQRcmxRBnf0Nuwak8Yy_pzC0XRBEd_-BJAa4I28NasTe7tI,ProAcc060,1556391304
4,VEYhCB9aKTSY8vRjl7zzvTCVzCCTCjU_Oa5GGF5Bezlx,VEYhCB9aKTSY8vRjl7zzvTCVzCCTCjU_Oa5GGF5Bezlx,BR1,/v1/stats/player_history/BR1/1194077,BR1,W_uqhCkGhqQPKpYbumtjpo76dGOLb2dM410GwvoSvD__IA,4LaN,1556391304
5,sHabpqhywoNo0ev9SIwK-IM5oNS5X_4tuJXfGaL098QrPo0,sHabpqhywoNo0ev9SIwK-IM5oNS5X_4tuJXfGaL098QrPo0,BR1,/v1/stats/player_history/BR1/203363796,BR1,kRhesNMfajzoNkga3-_HaL3HMYb9TBwe7QDQz-v28dv7xA,Brucer,1556391304
6,i2UrhiDf-Xp8xcltoUH5mONgxKtuDcUB0pSl7XWF51KsYQ,cJd1OFH_WJy0juQTHvTOKOgiPInJTeJk6VGZeSM2eUM,BR1,/v1/stats/player_history/NA/34571408,NA,m8-MfIGn9xIvqC3fnsM78RMVRa_PDAcWxbzjWqxbPRxz,kadakao,1556391304
7,2TMKK9NrjJf7Cnn2nGAFlwpCyQQ3TZwzZjKOvvTtnXbk6AlmXykEHf39,2TMKK9NrjJf7Cnn2nGAFlwpCyQQ3TZwzZjKOvvTtnXbk6AlmXykEHf39,BR1,/v1/stats/player_history/BR1/2097096352344896,BR1,och3S2_9e-HrK7wHG2rIxfjOD152KxTws5G7QxCkV1BJAt0,R7 Grell,1556391304
8,DC7--Z8R1GKzbzoDjzdWDLigaU2T5xdZ_tlPx5LyZIXgIdw,YaDumH0DcfVaWxFMc9hTnMhPU-HJQUMiSfx6wtWL9SelQ1I,BR1,/v1/stats/player_history/LA2/202286930,LA2,bodEn6Dow5prK5ZUXP5CtR5rRzUFp9xxgYPSJ9TZz_fgVa4,Little Rookie1,1556391304
9,iSvx0-BgB6M9sH5e0TS43eOTovARqfRvmavJ74ruYforwTE,iSvx0-BgB6M9sH5e0TS43eOTovARqfRvmavJ74ruYforwTE,BR1,/v1/stats/player_history/BR1/212682321,BR1,8HiJUKa3v5K4r8yF6pk4vWVINgt6iwcAlBycpi3GvgYZUO4,Chama no Reskein,1556391304
10,o3VSdt_u99HDuFIa-eVDP5UUtpZogbzCXhvjtLVM8A4b,uLWGXtaGT5GCq47gaHPLiQ2O-j-UxOuTfvfDqHtorrkM730,BR1,/v1/stats/player_history/LA2/1153646,LA2,6GFQfNXxN1hWsnxb2iUuKZrXOssX35UNCMeCDcJhEymtaWU,1Shmebulock,1556391304
